,user_id,rt_count,user_name
606, 2887988230,5,Ale79Friul
607, 1249865341032898565,5,voltaire_333
608, 449511971,5,mbuh_adin
609, 301746653,5,DoubleDownDuck
610, 839877035258494976,5,Derek07784
611, 235255071,5,musthafaaa
612, 1042236696,5,soulmatent
613, 1190731523173109767,5,HalPolitico
614, 1094325496446242816,5,hirondelle2019
615, 2561954057,5,cmnegra
616, 2151791011,5,dinonaing
617, 1060083705627189248,5,Aazim1206
618, 2848946632,5,Jedi0101
619, 1141277868917321728,5,Ani1132
620, 1236206426546147328,5,mubarak69983418
621, 375457165,5,gogetsmarthome
622, 3011590092,5,nev_quit
623, 276943235,5,Ajaygolmalgobi
624, 2819670000,5,balenowatch
625, 1284184980,5,cherOMG50
626, 824950769220587521,5,rrgopaljee28
627, 1182113567694192640,5,jin46432141
628, 1215544058644320256,5,university_en
629, 29138189,5,cecillee
630, 839559591746801667,5,LiberoFreedom
631, 150427738,5,rubenynfante19
632, 7160062,5,svaksha
633, 56809304,5,mannucciao
634, 19524004,5,bullphoenix
635, 19243536,5,TeshawnEdmonds
636, 1148758487649808385,5,Davelai11
637, 748977953749467137,5,imsherazi
638, 626045472,5,ericserati68
639, 254705800,5,briseida35
640, 1112038022927863808,5,AndrewW66619812
641, 3284291892,5,AdvocateIndian
642, 1232504427040296960,5,Gus14523849
643, 2160321451,5,2ndchorus
644, 116388363,5,MindOfMicahC
645, 2306619133,5,lovelydays_
646, 1252274026589847555,5,raamon70779312
647, 232364532,5,xicanism
648, 1037242727111389185,5,Cody21558774
649, 251839291,5,timesofiraq
650, 957660357052510209,5,DDorodnykh
651, 848855126324506624,5,studioandydna
652, 3249112000,5,RVillemomble
653, 763476171833106432,5,hakunamchezo
654, 243184726,5,krishnayana95
655, 760076732779024384,5,pr_rodrgz
656, 1242448845050699778,5,QAreYouAwake
657, 1247512693767979009,5,oneself_VT
658, 811060394836029440,5,Non_Corporate
659, 1102159946878201857,5,RickySn1per
660, 360170606,5,LASmith3
661, 2222251922,5,stevano_b
662, 871945171318972416,5,only_faisalz
663, 1073275188513521665,5,AaFilip
664, 2330998107,5,Carlfletcher15
665, 379145537,5,ray_1712
666, 100899292,5,veracruz777
667, 105261505,5,stefanoshow
668, 534929951,5,kelownascott
669, 345735308,5,Zetetes_MS
670, 480624589,5,ABagudu
671, 1141489509911203841,5,LionKin35851038
672, 16708781,5,write2kill
673, 708598225,5,ElidhM
674, 736273066725015552,5,DGSNVmm0t02
675, 1222134745930203138,5,ma81410065
676, 2972603730,5,azardsphere
677, 50808477,5,kifniman
678, 1209790694828761089,5,anwer_afzaal
679, 1239892304665681920,5,needanewprezz
680, 2891578733,5,LeggyBeast
681, 1639281434,5,albclaire
682, 78087743,5,globalnirvana
683, 887309648,5,MNadhym
684, 848142080,5,masoodzangeneh
685, 564810448,5,AryasenaBagasD
686, 408084708,5,gothp1
687, 1209731402805104640,5,jeiowans
688, 1219839935580004352,5,In_MyNickName
689, 3437860767,5,konstantinaBel3
690, 4850032211,5,FlyingspaguetiM
691, 57072321,5,Gianni27vl
692, 834763569065517058,4,A_M_M_7_7
693, 3395130700,4,oromariposa06
694, 1197428518881300480,4,KamilFahad3
695, 520426603,4,elxeus
696, 1579749829,4,TheLilJester
697, 1107863115721408512,4,GLtchodler
698, 49875775,4,lonesquirrel
699, 1090956369933594624,4,nalyrolland
700, 1179070665493753857,4,LLane0005
701, 1302570721,4,LMRS_Socialist
702, 561992546,4,pierre_1er
703, 4881970084,4,ProSyria2
704, 2980792045,4,horiguchikesazo
705, 1136805960553340929,4,shashankagra
706, 386628741,4,MrsKafa
707, 1181091672,4,Hamzajamil19
708, 777393140965609473,4,LuisVil66122036
709, 1001054494606667777,4,VideoKlldRadio
710, 500181609,4,MuhammedDesai
711, 1192848654463193089,4,Lloydhart13
